merchant_id,merchant_name,category,address,area,city,lat,lon,phone,rating,is_open,joined_at,updated_at,is_active
b2a2a921-4a06-43f9-9d7c-11bbd5e06088,"330 Kopi, Ciledug",Mie & Pasta,Jl. Raya No.36,Jakarta Pusat,jakarta,-6.174125,106.833751,082383197857,3.6,1,2021-10-17 10:23:08,2024-01-13 08:14:09,1
fdbf9ded-bb18-43c7-bb45-29600444f629,"Abe Steak, Cibubur",Dessert & Snack,Jl. Raya No.7,Jakarta Pusat,jakarta,-6.171721,106.831633,088136687537,4.6,1,2022-12-25 11:17:24,2024-07-30 15:13:21,1
5b2e3c83-2719-4cef-8ca6-d423fc80ccc0,"Abuba Steak, Cikarang",Western,Jl. Raya No.2,Jakarta Timur,jakarta,-6.227956,106.934819,083066722344,4.0,1,2020-08-29 12:41:45,2024-03-24 14:52:10,1
2fb10b1f-71aa-45ae-b54d-5321520dd5f8,Aneka Gorengan Siaga,Pizza,Jl. Raya No.89,Jakarta Barat,jakarta,-6.174889,106.770394,088745503389,4.7,1,2021-12-14 16:36:03,2024-07-27 06:00:29,1
e8b58019-fac0-4554-a33e-2f239983e01f,Arangsimpur,Minuman & Jus,Jl. Raya No.76,Jakarta Pusat,jakarta,-6.140941,106.838927,089093016315,4.8,1,2021-07-15 18:43:51,2024-08-12 05:18:43,1
a6e84507-fc25-4863-8fb3-e93c33ca8fb8,Ayam Trolok,Mie & Pasta,Jl. Raya No.198,Jakarta Selatan,jakarta,-6.209543,106.793666,084720709497,4.8,1,2020-06-05 21:36:22,2024-05-27 15:01:59,1
7d71d366-c61b-484c-b473-b752f35d601c,BABAKARAN BUNDA DAFA,Nasi & Lauk,Jl. Raya No.95,Jakarta Barat,jakarta,-6.157329,106.806729,085538119557,4.5,1,2022-12-26 05:45:27,2024-12-29 18:15:12,1
3aab2e84-b232-4161-bec9-fb03c551ed6c,"Bakerman, SCBD",Vegetarian,Jl. Raya No.63,Jakarta Pusat,jakarta,-6.15368,106.828557,083072043515,4.1,1,2022-09-21 04:55:13,2024-09-24 06:08:03,1
f4b2a208-4339-49cc-a48e-8fabe99f50df,Bakmi Kun,Western,Jl. Raya No.199,Jakarta Utara,jakarta,-6.131215,106.852428,081740742311,4.7,1,2021-05-05 00:56:31,2024-06-04 19:07:36,1
2cc15f38-bf55-4c7c-a47e-0ba4200b6ec5,Bakmi Lopui 93,Dessert & Snack,Jl. Raya No.184,Jakarta Barat,jakarta,-6.176691,106.813051,085038538251,4.5,1,2021-09-06 14:13:34,2024-12-09 13:50:40,1
0e0afec4-1545-41e5-a574-cf3b0ad5aab5,"Bakso Titoti, Parung",Vegetarian,Jl. Raya No.144,Jakarta Timur,jakarta,-6.235713,106.885359,087845264581,4.6,1,2021-10-27 13:10:14,2024-12-14 16:18:56,1
94f13fcd-9450-4ff7-9082-d0cd669998d8,"Banzai!, Bogor Utara",Nasi & Lauk,Jl. Raya No.131,Jakarta Utara,jakarta,-6.124024,106.841932,087322201654,4.6,1,2020-06-19 08:00:57,2024-02-29 08:35:03,1
8e48cdcc-9862-4e11-b65c-c3b375f9bc7e,"Sosis Bakar By Basis.Kuy, Intercon",Seafood,Jl. Raya No.99,Jakarta Selatan,jakarta,-6.200792,106.823773,085889978790,5.0,1,2022-04-01 22:48:45,2024-04-07 15:20:57,1
07c5751a-4de0-409a-bdfd-f08db9ded2f8,"Bebek Boedjang, BSD",Vegetarian,Jl. Raya No.30,Jakarta Utara,jakarta,-6.105569,106.821148,089782070937,4.6,1,2022-09-22 16:47:16,2024-05-12 02:39:54,1
2a0e21df-6873-4bf5-b12e-3ecb1a2afc66,"Boonsikdang, Hublife Jakarta",Ayam & Bebek,Jl. Raya No.185,Jakarta Pusat,jakarta,-6.164727,106.827908,084377187530,4.6,1,2022-02-27 15:44:40,2024-12-20 10:18:28,1
c07e2663-e625-4988-af9b-4fea06b999d9,"Bunga Bakery, Cibinong",Sarapan,Jl. Raya No.130,Jakarta Pusat,jakarta,-6.144532,106.834922,088736697396,3.7,1,2020-09-07 22:59:04,2024-07-28 11:22:36,1
e3bf3793-3636-4bbb-86c8-3660dae55f33,"Bunga Bakery, Depok",Korean Food,Jl. Raya No.5,Jakarta Utara,jakarta,-6.10326,106.879894,082458718453,4.8,1,2021-04-22 16:57:27,2024-04-02 23:51:26,1
dc9d0ad0-34cd-46d9-9440-5039772b5619,"Burger Bros, Bintaro",Seafood,Jl. Raya No.22,Jakarta Pusat,jakarta,-6.166569,106.848368,087219289546,5.0,1,2022-04-07 12:43:31,2024-10-24 10:05:39,1
ad1b56b2-d17e-4397-b4b2-d22b3ec3c701,"Burger Bros, Ciledug",Minuman & Jus,Jl. Raya No.43,Jakarta Selatan,jakarta,-6.267161,106.828023,084380823176,4.8,1,2021-10-19 07:43:32,2024-03-23 06:06:08,1
38822187-66bb-4d95-be41-06be8fa06ae4,Burger Naura,Vegetarian,Jl. Raya No.80,Jakarta Utara,jakarta,-6.109789,106.888987,086197225156,4.1,1,2022-03-15 00:37:33,2024-06-24 08:09:21,1
b1cbbe02-74ae-464f-848f-13a62171d420,C7HomeCoffee,Ayam & Bebek,Jl. Raya No.151,Jakarta Pusat,jakarta,-6.166323,106.823201,088040885476,4.4,1,2020-01-12 04:05:38,2024-01-28 13:42:12,1
b1b27fe5-b66b-4116-b5e5-aeeb02424cb4,Cafe OTSS,Padang,Jl. Raya No.85,Jakarta Pusat,jakarta,-6.166987,106.865271,081979008866,3.9,1,2022-11-05 05:17:57,2024-07-07 12:23:27,1
dc6e8e51-796f-477c-9d80-145b65a7845c,Cake Pandeglang Cake,Bakso & Soto,Jl. Raya No.147,Jakarta Selatan,jakarta,-6.226077,106.847868,088373440831,3.9,1,2022-01-04 17:42:33,2024-11-09 14:25:03,1
7c000188-6536-4e0d-97af-4aeb828c0d0c,"Chateraise, Senayan City",Sushi & Japanese,Jl. Raya No.91,Jakarta Timur,jakarta,-6.230959,106.880662,086465177213,4.2,1,2020-03-25 03:38:53,2024-09-18 12:12:44,1
98f28ce6-988b-42dc-89d8-001d3169055c,CIATER BEACH,Western,Jl. Raya No.28,Jakarta Pusat,jakarta,-6.172879,106.856411,084135714784,3.8,1,2021-11-27 21:31:31,2024-02-24 10:35:37,1
31a8d21b-5855-471c-aa29-42f5b75c6dec,"Cimory Condet, Balekambang",Padang,Jl. Raya No.20,Jakarta Timur,jakarta,-6.231651,106.920889,086683863413,3.6,1,2022-10-10 01:43:25,2024-07-28 22:38:41,1
f0b6dee9-edad-4e94-8723-9c22e991fd56,"Cinepolis, Pondok Kelapa",Padang,Jl. Raya No.61,Jakarta Pusat,jakarta,-6.141085,106.866318,083164547971,4.2,1,2020-11-28 01:04:36,2024-12-01 19:07:32,1
1db540c7-bb77-4262-992a-22d1510448b6,Coffee First,Ayam & Bebek,Jl. Raya No.100,Jakarta Timur,jakarta,-6.159756,106.88811,084371070189,3.9,1,2022-12-18 02:48:48,2024-10-10 16:48:10,1
3d9bfe5a-52f4-46e6-a840-3bcac9d0b7ca,"Corndog Doona, Pinang",Mie & Pasta,Jl. Raya No.76,Jakarta Utara,jakarta,-6.113525,106.868667,083717849494,4.4,1,2022-04-22 06:30:08,2024-01-24 16:09:56,1
